y variable:,TotalRating,,,,,,,,,,,,,,,
12,Gionabesu  ,?? Abbesses,Gion Shijo,French,Italian,9000,¥6000~¥7999,3.58,3.54,3.56,120,35.0019536965639,135.774821250723,,,
13,nishikimachinoakarishoutengai  ,? ???????,Karasuma,Izakaya (Tavern),Bar,2500,¥2000~¥2999,3,3,NA,2,35.0051631289148,135.76197633639,,,
14,gionni-yongo  ,??245,Sanjo Keihan,Italian,French,12500,¥6000~¥7999,3.85,3.83,3.75,39,35.0063010233471,135.775622650675,,,
15,Mumon  ,?? ?????,Karasuma Oike,Shabu Shabu (Japanese Steamboat),Fugu (Blowfish),5500,~¥999,3.05,3.05,NA,13,35.0093348325975,135.757835377113,,,
16,itariandainingutoreotto  ,??????????TREOTTO ???,Saiin,Italian,Dining bar,3500,NA,3.04,3.04,3.03,2,35.0037285790702,135.731255064949,,,
17,Sukiyakisunibiizakayahokuto  ,????????? ??,Kyoto,Sukiyaki,Yakitori (Grilled chicken),3500,NA,3.09,3.1,NA,19,34.9890645141595,135.758604579846,,,
18,Sakaean  ,????,Karasuma,Izakaya (Tavern),Nihonshu (Japanese sake),2500,~¥999,3.09,3.1,3.06,31,35.0046837389483,135.762414099884,,,
19,biakicchinnikubarujikabiyajikabiya  ,????????? ???? ??????,Kawaramachi,Bar,Izakaya (Tavern),3500,¥1000~¥1999,3.06,3.06,NA,21,35.0062692440335,135.768979037223,,,
20,ANAGOYA NORESORE  ,??? NORESORE ????,Nijojo Mae,Izakaya (Tavern),Seafood,5500,¥2000~¥2999,3.5,3.07,3.55,16,35.0125846891279,135.753619466503,,,
21,bejo-tamucho  ,????? ??? ???,Shijo,Spain,Izakaya (Tavern),3500,NA,3.16,3.16,NA,18,35.0013862396802,135.757912125595,,,
22,TENTATION  ,??????,Sanjo,Bistro,Italian,4500,NA,3.06,3.06,NA,3,35.009557804073,135.770289888056,,,
23,Izakayariraku  ,??? ???,Karasuma,Yakitori (Grilled chicken),Fowl,3500,NA,3.03,3.03,NA,24,35.0025714742237,135.762694729386,,,
24,kyoutohyouto  ,?? ?? ???,Karasuma,Pork Shabu Shabu,Shabu Shabu (Japanese Steamboat),9000,¥2000~¥2999,3.64,3.66,3.58,46,35.0055907972466,135.758329397355,,,
25,Robatayagaburi  ,??? ???,Karasuma,Izakaya (Tavern),Seafood,4500,NA,3.09,3.09,NA,16,35.00651710655,135.759445373136,,,
26,Kushiyachouemon  ,???? ?????,Karasuma,Izakaya (Tavern),Yakitori (Grilled chicken),3500,~¥999,3.03,3.03,3.02,10,35.0050884162122,135.762063832564,,,
27,Torattoriaviare  ,??????????? ????,Kiyomizu Gojo,Italian,Western Cuisine,5500,¥1000~¥1999,3.44,3.3,3.31,33,34.9985422700966,135.767682833969,,,
28,Komefuku  ,?? ?????,Sanjo,Tempura,Seafood,3500,NA,3.06,3.06,NA,10,35.0082946127223,135.770683246881,,,
29,Togiya  ,??? ??????,Kyoto Shiyakusho Mae,Izakaya (Tavern),Chinese,3500,¥1000~¥1999,3.08,3.08,NA,23,35.0118284045243,135.770861402716,,,
30,kushiyakimanten  ,?? ?? ????,Sanjo,Yakitori (Grilled chicken),Kyoto Cuisine,3500,NA,3.35,3.35,3.04,14,35.0079613206178,135.771002680142,,,
31,Kurogewagyuutenshou  ,???? ??,Marutamachi,Yakiniku (BBQ Beef),Sukiyaki,5500,~¥999,3.5,3.47,3.16,13,35.0146637512369,135.760364643926,,,
32,Chizutakkarubikoshitsubaruvino  ,????????×?? ???????,Sanjo,Izakaya (Tavern),Dining bar,2500,NA,3.17,3.17,NA,10,35.0073894081148,135.769329234342,,,
33,teppandainingukyoushikian  ,??????? ????,Gion Shijo,Teppanyaki,Steak,5500,NA,3.06,3.06,NA,16,35.0050871864524,135.771166409986,,,
34,Yasuma  ,??,Kawaramachi,Izakaya (Tavern),Kyoto Cuisine,3500,NA,3.02,3.02,NA,26,35.004371682583,135.769744061055,,,
35,In the Soup.  ,in the Soup.,Gion Shijo,Bar,Bistro,3500,¥1000~¥1999,3.02,3.03,NA,5,35.004126761561,135.772765765823,,,
36,Gionyakinikukokoro  ,???? ?,Gion Shijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),5500,NA,3.06,3.06,NA,5,35.0056702531591,135.775375200267,,,
37,daininguba-daburyu-  ,Dining Bar W,Gion Shijo,Kappo (Traditional Japanese),Steak,4500,NA,3.25,3.25,NA,17,35.0051366514701,135.772647118069,,,
38,Kyoutodaina  ,??????,Karasuma,Bistro,Bar,3500,¥2000~¥2999,3.54,3.53,3.32,82,35.0053067461152,135.763880776774,,,
39,Zasoudouhigashiyamakyouto  ,THE SODOH HIGASHIYAMA KYOTO,Gion Shijo,Italian,Pasta,6500,¥2000~¥2999,3.61,3.61,3.58,272,34.9988963304625,135.779667933418,,,
40,Gokyou  ,?? ????,Jujo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3500,NA,3.04,3.04,NA,2,34.9754043250388,135.759545963938,,,
41,Ichifuji  ,????,Shijo,Izakaya (Tavern),Kappo (Traditional Japanese),4500,NA,3.05,3.05,NA,12,35.0013745798691,135.758233210577,,,
42,Tsukihikarasuma  ,?? KARASUMA,Shijo,Izakaya (Tavern),Creative cuisine,4500,¥1000~¥1999,3.17,3.17,3.03,35,35.0014042831755,135.757332172929,,,
43,Kyoutotempuraendou  ,?? ????? ???,Higashiyama,Tempura,Kaiseki (Traditional Japanese),12500,¥5000~¥5999,3.55,3.45,3.59,6,35.016166715603,135.78025014546,,,
44,Resutoraniro  ,restaurant IRO,Karasuma,Izakaya (Tavern),Creative cuisine,4500,NA,3.08,3.08,NA,31,35.0029150541461,135.763259341262,,,
45,Shuteimichiya  ,?? ??,Karasuma Oike,Izakaya (Tavern),Seafood,5500,~¥999,3.06,3.06,NA,1,35.0133219216821,135.758725397401,,,
46,Trattoria La Pace  ,?????? ?????,Karasuma,Italian,Pizza,4500,¥1000~¥1999,3.51,3.3,3.51,52,35.0052600869409,135.763347606931,,,
47,Izakayabambu  ,??? ???? ????,Kyoto,Izakaya (Tavern),Kappo (Traditional Japanese),3500,NA,3.02,3.02,NA,20,34.98456517764,135.753134407968,,,
48,Peppa  ,????,Kawaramachi,Okinawan Cuisine,Izakaya (Tavern),3500,NA,3.08,3.09,NA,11,35.0051163351892,135.770318423513,,,
49,Banikuryourisemmontenumayarou  ,???????????,Kawaramachi,Yakiniku (BBQ Beef),Shabu Shabu (Japanese Steamboat),3500,NA,3.51,3.51,NA,52,35.0047958114895,135.770292758504,,,
50,Teppanryourihanaroku  ,???? ??,Gojo,Teppanyaki,Kyoto Cuisine,12500,NA,3.47,3.47,NA,2,34.9934590606226,135.759549576809,,,
51,Kyoutohanabi  ,?????,Karasuma,Izakaya (Tavern),Japanese food (other),2500,NA,3.12,3.12,NA,25,35.0026723205949,135.762557509078,,,
52,Kyoutohananomai  ,?? ???,Kyoto,Izakaya (Tavern),Seafood,3500,~¥999,3.04,3.04,NA,11,34.9867909098527,135.760974487706,,,
53,pontochoutanrakuyatoriume  ,??? ???????,Sanjo,Yakitori (Grilled chicken),Izakaya (Tavern),4500,NA,3.05,3.05,NA,7,35.0076732995129,135.771211287189,,,
54,Osakanadekoboko  ,?? ??,Kyoto,Izakaya (Tavern),Seafood,3500,NA,3.42,3.42,NA,18,34.9897025458045,135.761142673015,,,
55,Sunny  ,Sunny,Sanjo,Dining bar,Steak,3500,¥1000~¥1999,3.48,3.33,3.35,39,35.0088126166557,135.770899871707,,,
56,Gochiya  ,???,Kyoto,Izakaya (Tavern),Creative cuisine,3500,~¥999,3.18,3.13,3.1,33,34.9884404609588,135.761279108682,,,
57,Shusaijoujou  ,?? ??,Kyoto,Creative cuisine,Izakaya (Tavern),5500,NA,3.03,3.03,3.03,12,34.9883648466884,135.755297868851,,,
58,o-rudeidainingukaza  ,?????????? ??,Kyoto,Buffet style,Cafe,4500,¥2000~¥2999,3.41,3.08,3.52,15,34.9861608292917,135.752504109069,,,
59,Yakinikudainingukinoe  ,??????? ?,Kyoto Shiyakusho Mae,Yakiniku (BBQ Beef),Korean cuisine,5500,NA,3.58,3.57,3.51,39,35.0122604635406,135.764163605741,,,
60,Manjirou  ,???,Gion Shijo,Kaiseki (Traditional Japanese),Kyoto Cuisine,12500,¥3000~¥3999,3.57,3.54,3.53,57,35.0017457541648,135.780026105812,,,
61,Sakayaagurema  ,?? ????,Sanjo,Izakaya (Tavern),Sukiyaki,4500,NA,3.03,3.03,NA,9,35.0094078177675,135.770155461682,,,
62,chuugokuryourichimmin  ,???? ?? ???,Gion Shijo,Chinese,Dim sum,5500,¥1000~¥1999,3.5,3.21,3.52,44,35.0041359664734,135.775011689987,,,
63,Hanasaki  ,?? ??,Karasuma,Kyoto Cuisine,Kaiseki (Traditional Japanese),12500,¥4000~¥4999,3.58,3.54,3.58,30,35.0043996209478,135.763205991643,,,
64,nikushokusakabagaru  ,???? garu,Gion Shijo,Bar,Sumibiyaki,4500,~¥999,3.04,3.04,NA,11,35.0048216518419,135.77073951322,,,
65,furenchidainingutoppuobukyouto  ,????????? ??? ?? ????,Kyoto,French,Restaurants (other),12500,¥5000~¥5999,3.07,3.07,3.06,33,34.9861624957947,135.752504942257,,,
66,takaradoukarasuma  ,?? KARASUMA,Shijo,Izakaya (Tavern),Sukiyaki,3500,NA,3.05,3.05,NA,4,35.0025347092754,135.756842994842,,,
67,Ikedayahananomai  ,????????,Kyoto Shiyakusho Mae,Izakaya (Tavern),Kyoto Cuisine,3500,NA,3.07,3.08,3.06,59,35.0088103660205,135.769259452492,,,
68,Kyoutogiontempurayasakaendou  ,???? ???????,Gion Shijo,Tempura,Kaiseki (Traditional Japanese),12500,¥5000~¥5999,3.68,3.64,3.68,252,34.9989145822574,135.77511164431,,,
69,Ryoumashamonoujou  ,?? ???? ?????,Kyoto,Izakaya (Tavern),Yakitori (Grilled chicken),3500,NA,3,3.01,3,27,34.9880182697134,135.7604672511,,,
70,Komefuku  ,?? ????,Karasuma,Tempura,Ten-don (Tempura Bowl),2500,~¥999,3.55,3.51,3.56,140,35.0046062331496,135.761353080459,,,
71,Gionkyouryourihanasaki  ,?? ??? ??,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),12500,¥4000~¥4999,3.5,3.32,3.45,56,35.001987605201,135.776159471356,,,
72,Izakayashinoomiya  ,?????????? ???,Shijo Omiya,Izakaya (Tavern),Kushi-age (Fried Skewer),2500,NA,3.14,3.14,NA,30,35.0047962545949,135.747841693829,,,
73,Ittetsugurache  ,Ittetsu Grazie,Karasuma,Yakiniku (BBQ Beef),Bar,3500,~¥999,3.52,3.5,3.32,33,35.0047036962275,135.762538484634,,,
74,Ichishun  ,??,Kyoto,Izakaya (Tavern),Japanese food (other),4500,~¥999,3.53,3.52,3.4,72,34.9877799444932,135.7594723447,,,
75,Nikokubaru  ,??????? ?????,Keihan Yamashina,Izakaya (Tavern),Kushi-age (Fried Skewer),2500,NA,3.03,3.03,NA,15,34.9906070184028,135.816001130938,,,
76,Teppansakuwan  ,?? ????,Saiin,Teppanyaki,Izakaya (Tavern),3500,NA,3.04,3.04,NA,1,35.0029211577045,135.730812638868,,,
77,RIGOLETTO SMOKE GRILL & BAR  ,RIGOLETTO SMOKE GRILL & BAR,Gion Shijo,Italian,Spain,4500,¥1000~¥1999,3.52,3.5,3.51,113,35.0023853402133,135.776146676328,,,
78,Kugurinaberoppakuya  ,???? ???,Karasuma,Izakaya (Tavern),Japanese food (other),4500,NA,3.08,3.04,3.12,19,35.0043845208436,135.757382587083,,,
79,Kyouryouritategami  ,??? ??,Marutamachi,Kyoto Cuisine,Kaiseki (Traditional Japanese),6500,¥2000~¥2999,3.51,3.49,3.2,11,35.0176544080438,135.752669034239,,,
80,Pontochourobin  ,??? ???,Sanjo,Kyoto Cuisine,Kaiseki (Traditional Japanese),6500,NA,3.48,3.23,3.5,66,35.007637467664,135.771076855559,,,
81,BELLOTA concha  ,????????? ????,Kawaramachi,Spain,Italian,3500,¥1000~¥1999,3.16,3.16,3.06,23,35.0028287148498,135.764830752759,,,
82,Bejitejiya  ,????? ??????,Gion Shijo,Yakiniku (BBQ Beef),Korean cuisine,3500,NA,3.11,3.11,NA,46,35.0035395378738,135.77026258034,,,
83,Matsuzakagyuuwattsuzakicchin  ,??? WHAT'S THE KITCHEN,Gion Shijo,Steak,Sushi,12500,NA,3.06,3.06,NA,4,35.006283478163,135.772928430793,,,
84,Sushidokoroima  ,??? ?,Katsura,Sushi,Seafood,6500,NA,3.53,3.53,NA,13,34.979850486332,135.710131252004,,,
85,Maribuagaru  ,??????,Karasuma,Izakaya (Tavern),Japanese food (other),3500,NA,3.1,3.1,NA,24,35.0026827391119,135.761237630186,,,
86,Italian bar Lugol  ,???????? ????,Karasuma Oike,Italian,Pasta,2500,~¥999,3.03,3.02,3.04,28,35.0111876696183,135.756670110802,,,
87,Takishokudou  ,??????,Shijo,Dining bar,Izakaya (Tavern),3500,NA,3.02,3.02,NA,3,35.0026330051004,135.755297563109,,,
88,Bar Pleasure  ,?? ?????,Kawaramachi,Bar,Wine bar,2500,NA,3,3,NA,2,35.0061886218041,135.764668287831,,,
89,Sou  ,?,Shijo,Izakaya (Tavern),Creative cuisine,4500,NA,3.55,3.55,NA,44,35.0048177708664,135.755266076244,,,
90,Kaisenizakayamatsurishungyotokyouyasaitoosakenoomise  ,????? ??MATSURI? ??????????????,Kawaramachi,Izakaya (Tavern),Seafood,3500,NA,3.03,3.03,NA,7,35.0040092787709,135.770300805123,,,
91,Momojirou  ,????? ????????,Fukakusa,Izakaya (Tavern),Chanko Nabe (Sumo Wrestlers Hot Pot),3500,NA,3.04,3.04,NA,8,34.9628166529074,135.768027505772,,,
92,Yakinikusakayaisshin  ,???????,Rokujizo,Yakiniku (BBQ Beef),Izakaya (Tavern),6500,NA,3.1,3.1,3.05,8,34.9322720261464,135.793188766907,,,
93,Kyouhonoka  ,???? ??????,Sanjo,Izakaya (Tavern),Creative cuisine,3500,NA,3.01,3.02,NA,12,35.0090850753986,135.770206305652,,,
94,Ampan  ,??,Karasuma Oike,Korean cuisine,Yakiniku (BBQ Beef),3500,¥1000~¥1999,3.08,3.09,3,20,35.0085107284906,135.756370536711,,,
95,rino  ,Lino,Karasuma Oike,Italian,Pasta,6500,¥1000~¥1999,3.2,3.05,3.2,10,35.0131424729159,135.757379128582,,,
96,REAL NETA DINING ICHIZ  ,???,Tambaguchi,Italian,Izakaya (Tavern),4500,~¥999,3.05,3.05,3,14,34.9929450895897,135.735796850912,,,
97,nikubaruginjirou  ,?????? ????,Gion Shijo,Bar,Steak,3500,NA,3.06,3.07,NA,7,35.0042653266744,135.770980907676,,,
98,Kushikatsutanaka  ,????? ???,Saiin,Kushi-age (Fried Skewer),Izakaya (Tavern),2500,NA,3.02,3.02,NA,3,35.0037849596386,135.73112396213,,,
99,nihonshusumiyakiyaiki  ,??? ???? ?,Fushimi Momoyama,Izakaya (Tavern),Kappo (Traditional Japanese),3500,NA,3.04,3.05,3,9,34.9319940369551,135.763480413649,,,
100,Taketori  ,???,Hanazono,Fowl,Yakitori (Grilled chicken),4500,NA,3.06,3.06,NA,11,35.0200080927924,135.71865044509,,,
101,Pierupureshiuzu  ,???? ??????,Karasuma Oike,French,Western Cuisine,5500,¥1000~¥1999,3.06,3.04,3.06,14,35.0072606963549,135.762778950935,,,
102,Yamadaruma  ,?????,Karasuma Oike,Izakaya (Tavern),Seafood,3500,~¥999,3.03,3.03,3.03,10,35.0073406469914,135.760442474632,,,
103,unagihitsumabushisumiyagura  ,??????????? ????????,Kawaramachi,Unagi (Freshwater eel),Kyoto Cuisine,2500,¥1000~¥1999,3.21,3.03,3.21,7,35.0035820463351,135.769830756877,,,
104,pittsuxeriaba-rurenapori  ,???????????????? ???,Karasuma,Italian,Pizza,2500,~¥999,3.37,3.07,3.52,37,35.0050542545871,135.762143271984,,,
105,kyoutoufusousakuhirarinteikakurean  ,????? ??? ???,Kyoto,Izakaya (Tavern),Tofu,3500,¥1000~¥1999,3,3,NA,10,34.9894058915637,135.76003750068,,,
106,Yakinikusebun  ,?? SEVEN,Tambaguchi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3500,NA,3.3,3.3,NA,11,34.9893643762064,135.736640279062,,,
107,Kushiyakimanten  ,????? ?????,Karasuma,Yakitori (Grilled chicken),Izakaya (Tavern),3500,NA,3.07,3.08,NA,17,35.0043123705694,135.761059785014,,,
108,Yakinikuichiba  ,???? ???,Chayama,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3500,NA,3.04,3.04,NA,3,35.0405925559109,135.787095952307,,,
109,Pizzeria e Bar La Voce  ,Pizzeria e Bar La Voce,Kawaramachi,Italian,Pizza,3500,¥1000~¥1999,3.18,3.18,3.05,14,35.0024457106357,135.765917523079,,,
110,Nyavetonamu  ,???????? ???,Kyoto,Viet Nam cuisine,Cafe,3500,¥1000~¥1999,3.04,3.04,3.02,18,34.9887087338191,135.759459802978,,,
111,Taishuusakabatenuzumasatenjingawaten  ,???? ? ??????,Uzumasa Tenjingawa,Izakaya (Tavern),Yakitori (Grilled chicken),3500,¥3000~¥3999,3.02,3.02,NA,1,35.0113916436711,135.715086610472,,,
112,hoterukeihankyoutogurandeokujoubiaga-den  ,??????? ???? ????????,Kyoto,Beer garden,Beer,3500,NA,3.05,3.05,NA,3,34.9835995832687,135.760902140649,,,
113,Gionramburu  ,??????,Gion Shijo,Kyoto Cuisine,Creative cuisine,5500,¥3000~¥3999,3.56,3.56,3.06,24,35.0031163586616,135.775318100373,,,
114,Shisui  ,??,Sanjo,Izakaya (Tavern),Kyoto Cuisine,3500,NA,3,3,NA,8,35.009195902394,135.770522107655,,,
115,gyouzaba-anzukko  ,GYOZA BAR ???,Kyoto Shiyakusho Mae,Dumplings,Chinese,2500,NA,3.08,3.09,NA,25,35.0092211611541,135.769588017402,,,
116,jukuseiyakinikupondo  ,???? ? ?????,Shijo Omiya,Yakiniku (BBQ Beef),Horumon (BBQ Offel),5500,¥1000~¥1999,3.28,3.25,3.09,26,35.0045498978592,135.748173899804,,,
117,KORAN  ,??,Sai,Korean cuisine,Yakiniku (BBQ Beef),4500,NA,3.12,3.12,NA,10,35.003480331926,135.734669237277,,,
118,Kyoutonijoutosaka  ,???????,Marutamachi,Kappo (Traditional Japanese),Japanese food (other),9000,¥2000~¥2999,3.53,3.36,3.57,13,35.0135900066418,135.762050386696,,,
119,YAMAMURA GYUUBEI  ,???Steak&Wine ????? ?????,Omiya,Izakaya (Tavern),Italian,3500,¥1000~¥1999,3.06,3.04,3.06,17,35.0050615247931,135.749032138305,,,
120,Poquito  ,????,Kyoto Shiyakusho Mae,Spain,Dining bar,5500,NA,3.51,3.51,NA,83,35.0103402053316,135.76942797917,,,
121,Machiyashisenhoshitsukiyo  ,???? ???,Omiya,Sichuan Cuisine,Shanghai Cuisine,9000,¥3000~¥3999,3.53,3.27,3.56,14,35.0014650442168,135.753565538506,,,
122,Ameirobisutoroaruru  ,???????????,Nishi Maizuru,Italian,Cafe,3500,¥1000~¥1999,3.05,3.04,3.06,8,35.4531345954263,135.329018056996,,,
123,LODGE  ,?????????? LODGE,Kyoto Shiyakusho Mae,Steak,Izakaya (Tavern),4500,¥1000~¥1999,3.06,3.06,3,4,35.0097955295841,135.768753338055,,,
124,Yosuke YAMAJI  ,????,Gion Shijo,French,Modern French,25000,¥8000~¥9999,4.02,3.68,3.75,44,35.0027080751407,135.775669756633,,,
125,Feliz-Lana  ,??????,Karasuma,Italian,Bar,3500,¥1000~¥1999,3.2,3.2,3.06,23,35.0023384434237,135.762685018699,,,
126,Wakanoshizuku  ,?????? ??????,Sanjo,Izakaya (Tavern),Chanko Nabe (Sumo Wrestlers Hot Pot),3500,NA,3.02,3.02,NA,4,35.0090970189682,135.770229358743,,,
127,fujiyakyoushoku  ,Fuji? ??,Kyoto Shiyakusho Mae,Izakaya (Tavern),Japanese food (other),5500,¥4000~¥4999,3.04,3.04,NA,8,35.0135175544319,135.764342699656,,,
128,Teramachiyoshikura  ,??????,Demachiyanagi,Kaiseki (Traditional Japanese),Kyoto Cuisine,5500,¥1000~¥1999,3.16,3.13,3.09,33,35.0287626378569,135.767667880596,,,
129,sakanaryouritosakeshinsengumi  ,????? ????,Fushimi,Izakaya (Tavern),Seafood,6500,¥2000~¥2999,3.28,3.28,NA,38,34.9402814766159,135.747163053901,,,
130,bisutorowaraku  ,Bistro WARAKU ??????,Karasuma,Bistro,Bar,4500,¥1000~¥1999,3.2,3.14,3.15,37,35.0044229668434,135.764068141189,,,
131,Uroko  ,?,Kawaramachi,Izakaya (Tavern),Japanese food (other),3500,NA,3.07,3.07,NA,18,35.0044541828409,135.770264014074,,,
132,Ipponyari  ,???,Fujinomori,Fugu (Blowfish),Kappo (Traditional Japanese),9000,NA,3.08,3.09,NA,5,34.9574921438766,135.763530902143,,,
133,Higashinotouinsou  ,???SOU,Karasuma Oike,Kappo (Traditional Japanese),Japanese food (other),4500,¥1000~¥1999,3.15,3.15,3.06,6,35.0074942517641,135.761020197357,,,
134,hokkorisakabanagomiya  ,??????????,Shijo Omiya,Izakaya (Tavern),Yakitori (Grilled chicken),3500,NA,3.06,3.06,NA,6,35.0061571694362,135.744938816698,,,
135,teppandainingugionshou  ,??Dining?? ? ???,Gion Shijo,Izakaya (Tavern),Teppanyaki,2500,NA,3.02,3.02,NA,1,35.0040289967583,135.772909925019,,,
136,Charcoal  ,?????,Shijo,Italian,Bar,3500,NA,3.53,3.53,NA,19,35.0040659194942,135.755990495142,,,
137,rakuenzakayaannachuraru  ,???? ???????,Demachiyanagi,Izakaya (Tavern),Dining bar,2500,NA,3,3,NA,2,35.029520546032,135.779161565477,,,
138,Gionemon  ,?????,Higashiyama,Sushi,Kappo (Traditional Japanese),6500,¥1000~¥1999,3.48,3.39,3.23,17,35.0070682048416,135.777988807732,,,
139,Momojirou  ,????? JR?????,Keihan Yamashina,Izakaya (Tavern),Seafood,3500,NA,3.08,3.08,NA,14,34.9918852426794,135.817584829449,,,
140,Kizakurajirokutei  ,?? ???,Sanjo,Izakaya (Tavern),Kyoto Cuisine,3500,NA,3.2,3.2,NA,15,35.0083040555842,135.770650471388,,,
141,torisemmontenyamadori  ,??????,Kyoto,Yakitori (Grilled chicken),Sukiyaki,3500,NA,3.38,3.38,NA,14,34.9893744850266,135.758834824231,,,
142,satsumachirandorikuroyakibeppinya  ,??????? ??? ?????,Karasuma,Izakaya (Tavern),Fowl,3500,NA,3.48,3.46,3.08,39,35.0024498377811,135.763680208698,,,
143,zensekikoshitsuizakayasakurazaka  ,??????? ?? ????,Sanjo,Izakaya (Tavern),Seafood,2500,NA,3,3,NA,4,35.0076434580508,135.770025878736,,,
144,Chiritorinabeiyama  ,????? ??,Kitano Hakubaicho,Chiritori nabe (tripe),Korean cuisine,4500,NA,3.52,3.52,NA,24,35.0266908875947,135.733680472959,,,
145,Mayonakashokudouchoujuugigarokkaku  ,????? ???? ??,Karasuma Oike,Izakaya (Tavern),Fowl,2500,NA,3.06,3.06,NA,3,35.0077163534109,135.755477314134,,,
146,Bankettonishiki  ,????? Nishiki.,Karasuma,Japanese food (other),Izakaya (Tavern),4500,NA,3.15,3.15,NA,7,35.0051393378696,135.760538380364,,,
147,Roppakuyakado  ,Roppakuya KADO,Karasuma,Izakaya (Tavern),Wine bar,3500,NA,3.06,3.06,NA,7,35.0044689590267,135.757541181135,,,
148,Parinijuuikku  ,??21?,Kawaramachi,Steak,Beer,2500,¥1000~¥1999,3.15,3.06,3.3,45,35.0051732085629,135.766597896551,,,
149,ajidokorosamon  ,???? ??,Sai,Izakaya (Tavern),Okinawan Cuisine,3500,~¥999,3.05,3.04,3.03,2,35.0039066692894,135.734330079148,,,
150,Ajidokoroterasaki  ,??????,Kyoto,Kaiseki (Traditional Japanese),Seafood,9000,NA,3.52,3.52,NA,8,34.9884436069205,135.750571386701,,,
151,STRADA  ,?????? ?????,Kyoto Shiyakusho Mae,Italian,NA,6500,¥2000~¥2999,3,3.02,3,18,35.0111700267108,135.764283368223,,,
152,Nonkitei  ,???,Gion Shijo,Kappo (Traditional Japanese),Creative cuisine,9000,NA,3.47,3.47,NA,20,35.005610543325,135.775718785592,,,
153,kyouryourikaji  ,??? ??,Marutamachi,Kyoto Cuisine,Kaiseki (Traditional Japanese),9000,¥5000~¥5999,3.56,3.54,3.51,67,35.0172339290037,135.754474736969,,,
154,nikugaumaikafenikkusutokku  ,??????? NICK STOCK ??????????,Tambaguchi,Cafe,Steak,2500,¥1000~¥1999,3.19,3.09,3.14,41,34.9955417719794,135.736694990099,,,
155,momojirouichiba  ,??????? ??????????,Kitano Hakubaicho,Izakaya (Tavern),Seafood,3500,NA,3.05,3.05,NA,3,35.0271719225443,135.732265846074,,,
156,Waraiya  ,???,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),4500,NA,3.09,3.1,NA,27,35.0028114876945,135.764935643338,,,
157,Ryouma  ,?? ????,Karasuma Oike,Izakaya (Tavern),Seafood,3500,NA,3.03,3.04,NA,1,35.0085699666364,135.760825441782,,,
